,Product Name,Prices,Description,Reviews
146,Acer Aspire Lite AMD Ryzen 3 Quad Core 5300U - (16 GB/512 GB SSD/Windows 11 Home) AL15-41 Thin and Lig...,"₹29,990",Windows 11 Operating System,4.2
147,Lenovo AMD Ryzen 3 Octa Core - (8 GB/512 GB SSD/Windows 11 Home) G4 82YTA00XIN Laptop,"₹26,990",512 GB SSD,4.2
148,"DELL Inspiron 15 with Backlit Keyboard, Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Hom...","₹46,790",39.62 cm (15.6 Inch) Display,4.5
149,Lenovo Legion 5 Intel Core i7 13th Gen 13650HX - (24 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDI...,"₹1,22,690",1 Year Onsite warranty,4.2
150,"ASUS Vivobook 16X for Creator, Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home/4 GB ...","₹59,990",Intel Core i3 Processor (13th Gen),4.8
151,Lenovo IdeaPad 5 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) 14IRH9 2 in 1 Lapt...,"₹72,690",8 GB DDR4 RAM,4.2
152,HP 250 G9 Intel Core i3 12th Gen Intel Core i3 1215U - (8 GB/512 GB SSD/Windows 11 Home) 250 G9 Busine...,"₹32,320",64 bit Windows 11 Operating System,4.2
153,HP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5330TU|15-fd0111TU Thin and...,"₹50,990",512 GB SSD,4.2
154,HP FQ Series Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-FQ5326TU Thin and Li...,"₹35,899",39.62 cm (15.6 Inch) Display,4.2
155,Acer One Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) AO 14 Z 8-415 Thin and Ligh...,"₹28,990",1 Year Onsite Warranty,4.1
156,Lenovo V15 Series AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) V15 Thin and Light L...,"₹31,700",Intel Core i3 Processor (12th Gen),4.1
157,"DELL Inspiron 15 with Backlit Keyboard, Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Hom...","₹46,480",16 GB DDR4 RAM,4.3
158,Acer Swift Go 14 EVO OLED Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home) SFG14-71-...,"₹59,990",64 bit Windows 11 Operating System,4.1
159,Lenovo IdeaPad Slim 5 WUXGA OLED AI PC Intel Core Ultra 5 125H - (16 GB/1 TB SSD/Windows 11 Home) 14IM...,"₹77,889",512 GB SSD,4.3
160,DELL Latitude 3540 Intel Core i3 12th Gen - (8 GB/512 GB SSD/Ubuntu) Latitude 3540 Laptop,"₹30,890",39.62 cm (15.6 inch) Display,4.2
161,Primebook 4G Android Based MediaTek MT8788 - (4 GB/64 GB EMMC Storage/Prime OS) 4G Thin and Light Lapt...,"₹13,990",MS OFFICE,4.4
162,ASUS Vivobook Go 15 OLED AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) E1504FA-LK54...,"₹50,990",1 year Onsite Warrenty,3.9
163,DELL core i5 Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3520 / D560871WIN9B L...,"₹46,490",Intel Core i7 Processor (12th Gen),4.3
164,Apple Apple M3 - (16 GB/256 GB SSD/macOS Sequoia) MC8G4HN/A,"₹1,14,900",16 GB DDR4 RAM,4.2
165,Acer Swift Go 14 TouchScreen AI PC Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) SFG14-...,"₹79,990",Windows 11 Operating System,4.3
166,DELL Intel Core i3 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) 3530 Thin and Light Laptop,"₹37,480",512 GB SSD,3.9
167,ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ953WS Thin...,"₹32,990",35.56 cm (14 Inch) Display,4.5
168,DELL Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) Vostro 3530 Thin and Light Lapt...,"₹54,490",1 Year Onsite Warranty,4.2
169,Acer Predator Neo Intel Core i7 13th Gen 13700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDI...,"₹1,19,990",Intel Core i5 Processor (12th Gen),4.3
170,HP Victus gaming AMD Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Rade...,"₹49,990",8 GB LPDDR5 RAM,4.3
171,Lenovo LOQ Intel Core i5 13th Gen 13450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"₹69,990",Windows 11 Operating System,4.3
172,MSI Modern 14 Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C13M-436IN T...,"₹47,990",512 GB SSD,4.5
173,Lenovo IdeaPad Gaming 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphic...,"₹59,990",39.62 cm (15.6 Inch) Display,4.3
174,MSI Cyborg 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,"₹59,990",1 Yr. Onsite,4.1
175,Acer Nitro V Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,"₹74,487",Intel Core i7 Processor (12th Gen),4.3
176,Acer Aspire 3 Backlit Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) A324-51 Thin a...,"₹42,990",16 GB DDR4 RAM,4.3
177,ASUS Intel Pentium Gold 7505 - (8 GB/256 GB SSD/Windows 11 Home) X1500EA-EJ111WS Laptop,"₹25,990",Windows 11 Operating System,4.1
178,ASUS TUF Gaming F17 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Ho...,"₹48,990",512 GB SSD,4.4
179,Lenovo IdeaPad Slim 5 WUXGA OLED AI PC Intel Core Ultra 5 125H - (16 GB/1 TB SSD/Windows 11 Home) 14IM...,"₹77,889",39.62 cm (15.6 Inch) Display,4.4
180,ASUS Vivobook Go 15 OLED AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK321...,"₹38,990",1 Year Onsite Warranty,4.4
181,ASUS AMD Ryzen 5 Quad Core - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK522WS Thin and Light Laptop,"₹35,900",AMD Ryzen 7 Octa Core Processor,4.1
182,ASUS Vivobook Go 15 OLED AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK521...,"₹45,990",16 GB DDR4 RAM,4.3
183,Acer Aspire 3 Spin 14 Intel Core i3 13th Gen N305 - (8 GB/512 GB SSD/Windows 11 Home) A3SP14-31PT-3554...,"₹41,990",Windows 11 Operating System,4.8
184,ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ341WS Thi...,"₹35,599",512 GB SSD,4
185,Lenovo IdeaPad 5 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) 14IRH9 2 in 1 Lapt...,"₹72,690",39.62 cm (15.6 Inch) Display,4.3
186,HP (2024) Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0061TU Thin and Light ...,"₹36,490",1 Year Onsite Warranty,4.7
187,Infinix ZEROBOOK 13 Intel Intel Core i9 13th Gen 13900H - (32 GB/1 TB SSD/Windows 11 Home) ZL513 Thin ...,"₹86,133",Intel Core i3 Processor (13th Gen),4
188,ASUS Vivobook 15 Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ542WS Thin and ...,"₹47,890",8 GB DDR4 RAM,4.4
189,HP Pro G10 Intel Core i7 13th Gen 1335U Turbo Boost Technoly - (32 GB/1 TB SSD/Windows 11 Pro/1 GB Gra...,"₹81,330",Windows 11 Operating System,4.3
190,HP 255 G9 AMD Ryzen 3 Dual Core 3250 - (8 GB/512 GB SSD/Windows 11 Home) 255 G8 Thin and Light Laptop,"₹25,899",512 GB SSD,4.1
191,Lenovo LOQ AMD Ryzen 5 Quad Core 7235HS - (12 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,"₹58,990",39.62 cm (15.6 Inch) Display,4.3
192,Acer Nitro V Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,"₹74,487",1 Year Onsite Hardware Service,4.4
193,Acer Aspire 3 Backlit Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) A324-51 Thin a...,"₹42,990",Intel Core i3 Processor (12th Gen),3.9
194,ASUS Vivobook 15 Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ542WS Thin and ...,"₹47,890",16 GB DDR4 RAM,5
195,HP 255 G8 Silver AMD Ryzen 5 Hexa Core AMD Ryzen 5 5500U - (8 GB/256 GB SSD/Windows 11 Home) 255 Busin...,"₹31,990",Windows 11 Operating System,4.3
196,ZEBRONICS Pro Series Z Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) ZEB-NBC 4S Thi...,"₹27,990",512 GB SSD,4.4
197,ASUS TUF Gaming A16 Advantage Edition AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home...,"₹79,990",39.62 cm (15.6 Inch) Display,4.4
198,Acer Aspire Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) AL15-52H Thin and Light...,"₹48,590",1 Year Onsite Warranty,4.3
199,ASUS Vivobook Go 15 OLED AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK321...,"₹38,990",Intel Core i5 Processor (12th Gen),4.6
200,ASUS AMD Ryzen 5 Quad Core - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK522WS Thin and Light Laptop,"₹35,900",16 GB DDR4 RAM,4
201,Lenovo i5 H Series Intel Core i5 11th Gen 11320H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVID...,"₹54,990",Windows 11 Home Operating System,4.7
202,HP 14s AMD Ryzen 5 Quad Core 3450U - (8 GB/512 GB SSD/Windows 10 Home) 14s-fr0012AU Thin and Light Lap...,"₹38,890",512 GB SSD,4
203,Infinix ZEROBOOK 13 Intel Intel Core i9 13th Gen 13900H - (32 GB/1 TB SSD/Windows 11 Home) ZL513 Thin ...,"₹86,133",39.62 cm (15.6 Inch) Display,4.2
204,HP Pro G10 Intel Core i7 13th Gen 1335U Turbo Boost Technoly - (32 GB/1 TB SSD/Windows 11 Pro/1 GB Gra...,"₹81,330",1 Year Onsite Warranty,4.2
205,MSI Sword 16 HX Intel Core i9 13th Gen 13980HX - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA ...,"₹1,29,990",Intel Core i5 Processor (12th Gen),4.1
206,"DELL Inspiron 15 with Backlit Keyboard, Intel Core i5 13th Gen 1335U - (16 GB/1 TB SSD/Windows 11 Home...","₹63,990",16 GB DDR4 RAM,4.1
207,ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ515WS Thin...,"₹42,990",64 bit Windows 11 Operating System,4.4
208,HP Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) 14-gr1022TU Thin and Light Laptop,"₹67,990",512 GB SSD,4.1
209,Acer Aspire Lite Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) AL15-52 Thin and Lig...,"₹29,480",35.56 cm (14 inch) Display,4.3
210,Lenovo LOQ AMD Ryzen 5 Quad Core 7235HS - (12 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,"₹58,990","Microsoft Office Home & Student 2021, HP Documentation, HP BIOS recovery, HP Smart",4.1
211,DELL Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3530 Thin and Light Lapto...,"₹37,990",1 Year Onsite Warranty,4.3
212,ASUS Vivobook Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ325WS Thin an...,"₹32,990",AMD Ryzen 3 Quad Core Processor,4.4
213,Acer AMD Ryzen 3 Quad Core 5300U - (16 GB/512 GB SSD/Windows 11 Home) AL15-41 Thin and Light Laptop,"₹28,990",8 GB LPDDR5 RAM,4.1
214,HP 14s Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) 14s - dy2508TU Thin and Light...,"₹35,876",64 bit Windows 11 Operating System,4
215,ASUS VivoBook K15 OLED Intel Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 11 Home) K513EA-L302WS...,"₹33,500",512 GB SSD,4.2
216,Acer Aspire Lite Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) AL15-52 Thin and Lig...,"₹29,480",39.62 cm (15.6 Inch) Display,4.1
217,HP 255 G9 AMD Ryzen 3 Dual Core 3250 - (8 GB/512 GB SSD/Windows 11 Home) 255 G8 Thin and Light Laptop,"₹25,899",1 Year Onsite Warranty,3.7
218,HP Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 14s-dq5138tu Thin and Light Laptop,"₹37,990",AMD Ryzen 5 Hexa Core Processor,4.1
219,ASUS Vivobook GO 15 AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ549WS T...,"₹40,890",16 GB LPDDR4X RAM,4
220,DELL Latitude 14 Intel Core i5 11th Gen - (16 GB/512 GB SSD/Ubuntu) 3420 Business Laptop,"₹55,499",Windows 11 Operating System,4.3
221,"ASUS Vivobook 16X for Creator, Intel Core i5 12th Gen 12500H - (8 GB/512 GB SSD/Windows 11 Home/4 GB G...","₹54,990",512 GB SSD,4.3
222,DELL Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 3520 Thin and Light La...,"₹49,890",35.56 cm (14 Inch) Display,4.3
223,MSI Modern 15 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO-818IN T...,"₹40,990",1 Year Carry-in Warranty,4.3
224,"ASUS Vivobook Go 15, with Backlit Keyboard, 12th Gen Intel Core i3 N305 - (8 GB/512 GB SSD/Windows 11 ...","₹32,990",Intel Core i5 Processor (12th Gen),4.3
225,Acer Aspire Intel Core i5 12th Gen 12450H - (12 GB/512 GB SSD/Windows 11 Home) AL15-52H Thin and Light...,"₹41,400",16 GB LPDDR4 RAM,4.3
226,Acer Nitro V AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"₹62,990",Windows 11 Operating System,4.1
227,Acer Aspire 3 Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) A324-51 Thin and Light...,"₹51,990",512 GB SSD,4.1
228,MSI Thin 15 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,"₹51,990",39.62 cm (15.6 inch) Display,4.2
229,Lenovo IdeaPad Slim 5 2.5K IPS Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 16IRL8...,"₹73,690",1 Year Onsite warranty,3.8
230,CHUWI Intel Celeron Quad Core 12th Gen N100 - (8 GB/256 GB SSD/Windows 11 Home) GemiBook Plus Laptop,"₹21,990",Intel Core i5 Processor (12th Gen),4.3
231,Lenovo Yoga Slim 7 Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) 14IMH9 Thin and Light La...,"₹96,990",16 GB DDR4 RAM,4.1
232,ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1400CKA-NK0453 C...,"₹13,990",64 bit Windows 11 Operating System,4.3
233,ASUS Vivobook Go 14 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK327WS Th...,"₹30,990",512 GB SSD,4.6
234,ASUS Vivobook 15 Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) X1504VA-NJ540WS Thi...,"₹51,990",35.81 cm (14.1 inch) Display,4.4
235,Infinix Y4 Max Series Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) YL613 Thin and ...,"₹29,990",Windows 11,4.3
236,MSI Modern 14 H Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 H D13MG-0...,"₹55,990",1 Year Onsite Warranty,4.5
237,MSI Modern 15 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B7M-071IN Thi...,"₹42,990",AMD Ryzen 5 Quad Core Processor,
238,HP Victus 15 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,"₹74,990",8 GB LPDDR5 RAM,
239,ASUS AMD Ryzen 5 Hexa Core - (8 GB/512 GB SSD/Windows 10 Home) M515UA-EJ512TS Thin and Light Laptop,,Windows 11 Operating System,
240,,,512 GB SSD,
241,,,39.62 cm (15.6 Inch) Display,
242,,,1 Year Onsite Warranty,
243,,,MediaTek Kompanio 520 Processor,
244,,,8 GB LPDDR4X RAM,
245,,,Chrome Operating System,
246,,,35.56 cm (14 inch) Display,
247,,,1 Year Carry-in Warranty,
248,,,Intel Core i3 Processor (13th Gen),
249,,,8 GB DDR4 RAM,
250,,,Windows 11 Operating System,
251,,,512 GB SSD,
252,,,35.56 cm (14 Inch) Display,
253,,,1 Year Carry-in Warranty,
254,,,Intel Celeron Dual Core Processor,
255,,,8 GB LPDDR4X RAM,
256,,,Windows 11 Operating System,
257,,,256 GB SSD,
258,,,35.56 cm (14 Inch) Display,
259,,,1 Year Carry-in Warranty,
260,,,Intel Core i5 Processor (12th Gen),
261,,,8 GB DDR4 RAM,
262,,,Windows 11 Operating System,
263,,,512 GB SSD,
264,,,39.62 cm (15.6 Inch) Display,
265,,,1 Year Onsite Warranty,
266,,,AMD Ryzen 3 Quad Core Processor,
267,,,8 GB LPDDR5 RAM,
268,,,Windows 11 Operating System,
269,,,512 GB SSD,
270,,,39.62 cm (15.6 Inch) Display,
271,,,1 Year Onsite Warranty,
272,,,Intel Core i5 Processor (13th Gen),
273,,,16 GB LPDDR5 RAM,
274,,,Windows 11 Operating System,
275,,,512 GB SSD,
276,,,39.62 cm (15.6 Inch) Display,
277,,,1 Yr. Onsite + 1 Yr. Accidental Damage Protection,
278,,,Intel Core i3 Processor (12th Gen),
279,,,8 GB DDR4 RAM,
280,,,Windows 11 Operating System,
281,,,512 GB SSD,
282,,,39.62 cm (15.6 Inch) Display,
283,,,1 Year Onsite Warranty,
284,,,Intel Celeron Dual Core Processor,
285,,,8 GB DDR4 RAM,
286,,,Windows 11 Operating System,
287,,,256 GB SSD,
288,,,29.46 cm (11.6 inch) Display,
289,,,1 Year Onsite Warranty,
290,,,Intel Core i3 Processor (12th Gen),
291,,,16 GB DDR4 RAM,
292,,,Windows 11 Operating System,
293,,,512 GB SSD,
294,,,35.56 cm (14 Inch) Display,
295,,,1 Yr. Onsite + 1 Yr. Accidental Damage Protection,
296,,,Intel Core i3 Processor (12th Gen),
297,,,8 GB DDR4 RAM,
298,,,Windows 11 Operating System,
299,,,512 GB SSD,
300,,,39.62 cm (15.6 Inch) Display,
301,,,1 Year Onsite Warranty,
302,,,Intel Core i7 Processor (13th Gen),
303,,,16 GB DDR4 RAM,
304,,,Windows 11 Home Operating System,
305,,,1 TB SSD,
306,,,39.62 cm (15.6 inch) Display,
307,,,Windows 11 Microsoft Office Home & Student Edition 2021,
308,,,1 Year Carry-in Warranty,
309,,,Intel Core i5 Processor (12th Gen),
310,,,16 GB DDR4 RAM,
311,,,Windows 11 Operating System,
312,,,512 GB SSD,
313,,,39.62 cm (15.6 Inch) Display,
314,,,1 Year Onsite Warranty,
315,,,Intel Core i5 Processor (12th Gen),
316,,,16 GB DDR4 RAM,
317,,,64 bit Windows 11 Operating System,
318,,,512 GB SSD,
319,,,39.62 cm (15.6 inch) Display,
320,,,1 Year Onsite Warranty,
321,,,AMD Ryzen 3 Quad Core Processor,
322,,,8 GB DDR4 RAM,
323,,,64 bit Windows 11 Operating System,
324,,,512 GB SSD,
325,,,39.62 cm (15.6 inch) Display,
326,,,"Microsoft Office 2019 & Office 365, HP Documentation, HP BIOS recovery, HP Smart",
327,,,1 Year Onsite Warranty,
328,,,AMD Ryzen 3 Quad Core Processor,
329,,,8 GB DDR4 RAM,
330,,,Windows 11 Operating System,
331,,,512 GB SSD,
332,,,39.62 cm (15.6 Inch) Display,
333,,,1 Year Carry-in Warranty,
334,,,Intel Core i5 Processor (13th Gen),
335,,,8 GB LPDDR4X RAM,
336,,,Windows 11 Operating System,
337,,,512 GB SSD,
338,,,39.62 cm (15.6 Inch) Display,
339,,,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,
340,,,Intel Core i3 Processor (13th Gen),
341,,,8 GB LPDDR4X RAM,
342,,,Windows 11 Operating System,
343,,,512 GB SSD,
344,,,40.64 cm (16 inch) Display,
345,,,NA,
346,,,1 Year Onsite Warranty,
347,,,AMD Ryzen 5 Quad Core Processor,
348,,,16 GB LPDDR5 RAM,
349,,,Windows 11 Operating System,
350,,,512 GB SSD,
351,,,39.62 cm (15.6 Inch) Display,
352,,,1 Year Onsite Warranty,
353,,,AMD Ryzen 7 Octa Core Processor,
354,,,24 GB DDR5 RAM,
355,,,Windows 11 Operating System,
356,,,512 GB SSD,
357,,,39.62 cm (15.6 Inch) Display,
358,,,1Yr Warranty and 1 Yr Accidental Damage Protection,
359,,,AMD Ryzen 5 Hexa Core Processor,
360,,,16 GB DDR4 RAM,
361,,,Windows 11 Operating System,
362,,,1 TB SSD,
363,,,39.62 cm (15.6 Inch) Display,
364,,,1 Year Onsite Warranty,
365,,,AMD Ryzen 7 Octa Core Processor,
366,,,16 GB DDR4 RAM,
367,,,64 bit Windows 11 Home Operating System,
368,,,512 GB SSD,
369,,,39.62 cm (15.6 inch) Display,
370,,,Windows 11,
371,,,1 Year,
372,,,Intel Celeron Dual Core Processor,
373,,,4 GB DDR4 RAM,
374,,,64 bit Windows 11 Operating System,
375,,,128 GB SSD,
376,,,35.81 cm (14.1 inch) Display,
377,,,Pre loaded windows APP,
378,,,1 Year Domestic Warranty,
379,,,AMD Ryzen 5 Hexa Core Processor,
380,,,16 GB DDR5 RAM,
381,,,Windows 11 Operating System,
382,,,512 GB SSD,
383,,,39.62 cm (15.6 Inch) Display,
384,,,1 Year Onsite Warranty,
385,,,Intel Core i5 Processor (13th Gen),
386,,,16 GB LPDDR5X RAM,
387,,,Windows 11 Operating System,
388,,,512 GB SSD,
389,,,35.56 cm (14 inch) Display,
390,,,1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,
391,,,Intel Core i5 Processor (12th Gen),
392,,,16 GB DDR4 RAM,
393,,,Windows 11 Operating System,
394,,,512 GB SSD,
395,,,39.62 cm (15.6 Inch) Display,
396,,,1 Year Onsite Warranty,
397,,,Intel Core i3 Processor (12th Gen),
398,,,8 GB DDR4 RAM,
399,,,Windows 11 Operating System,
400,,,512 GB SSD,
401,,,100.58 cm (39.6 cm) Display,
402,,,1 Year Onsite Warranty,
403,,,AMD Ryzen 5 Quad Core Processor,
404,,,8 GB LPDDR5 RAM,
405,,,Windows 11 Operating System,
406,,,512 GB SSD,
407,,,39.62 cm (15.6 Inch) Display,
408,,,1 Year Onsite Warranty,
409,,,Intel Core i5 Processor (11th Gen),
410,,,8 GB DDR4 RAM,
411,,,Windows 11 Operating System,
412,,,512 GB SSD,
413,,,39.62 cm (15.6 inch) Display,
414,,,1 Year Onsite Warranty,
415,,,Intel Core i5 Processor (12th Gen),
416,,,16 GB DDR4 RAM,
417,,,64 bit Windows 11 Operating System,
418,,,512 GB SSD,
419,,,39.62 cm (15.6 inch) Display,
420,,,"Office Home & Student 2021, Microsoft Windows, 15 Months Macafee Antivirus",
421,,,1 Year Onsite Warranty,
422,,,AMD Ryzen 5 Hexa Core Processor,
423,,,8 GB DDR4 RAM,
424,,,Windows 11 Operating System,
425,,,512 GB SSD,
426,,,39.62 cm (15.6 Inch) Display,
427,,,1 Year Carry-in Warranty,
428,,,Intel Core i5 Processor (12th Gen),
429,,,8 GB DDR4 RAM,
430,,,Windows 11 Operating System,
431,,,512 GB SSD,
432,,,39.62 cm (15.6 inch) Display,
433,,,1 Year Carry-in Warranty,
434,,,Intel Core i5 Processor (12th Gen),
435,,,16 GB DDR4 RAM,
436,,,Windows 11 Operating System,
437,,,512 GB SSD,
438,,,39.62 cm (15.6 Inch) Display,
439,,,1 Year Onsite Warranty,
440,,,AMD Ryzen 7 Octa Core Processor,
441,,,16 GB DDR5 RAM,
442,,,Windows 11 Home Operating System,
443,,,512 GB SSD,
444,,,39.62 cm (15.6 inch) Display,
445,,,1 Year Carry-in Warranty,
446,,,Intel Celeron Dual Core Processor,
447,,,4 GB DDR4 RAM,
448,,,64 bit Windows 11 Operating System,
449,,,128 GB SSD,
450,,,35.81 cm (14.1 inch) Display,
451,,,Pre loaded windows APP,
452,,,1 Year Domestic Warranty,
453,,,Intel Core i5 Processor (12th Gen),
454,,,16 GB DDR4 RAM,
455,,,Windows 11 Operating System,
456,,,512 GB SSD,
457,,,39.62 cm (15.6 Inch) Display,
458,,,1 Year Onsite Warranty,
459,,,Intel Core i3 Processor (12th Gen),
460,,,8 GB DDR4 RAM,
461,,,Windows 11 Operating System,
462,,,512 GB SSD,
463,,,100.58 cm (39.6 cm) Display,
464,,,1 Year Onsite Warranty,
465,,,Intel Core i5 Processor (12th Gen),
466,,,16 GB LPDDR5 RAM,
467,,,Windows 11 Operating System,
468,,,1 TB SSD,
469,,,35.56 cm (14 Inch) Display,
470,,,1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,
471,,,Intel Core i5 Processor (13th Gen),
472,,,16 GB LPDDR4X RAM,
473,,,64 bit Windows 11 Home Operating System,
474,,,512 GB SSD,
475,,,35.56 cm (14 inch) Display,
476,,,1 Year Onsite Warranty,
477,,,Intel Core i5 Processor (13th Gen),
478,,,16 GB DDR4 RAM,
479,,,Windows 11 Operating System,
480,,,512 GB SSD,
481,,,39.62 cm (15.6 Inch) Display,
482,,,1 Year Onsite Warranty,
483,,,Intel Core i7 Processor (12th Gen),
484,,,16 GB DDR4 RAM,
485,,,Windows 11 Operating System,
486,,,512 GB SSD,
487,,,39.62 cm (15.6 Inch) Display,
488,,,1 Year Carry-in Warranty,
489,,,Intel Core i5 Processor (11th Gen),
490,,,8 GB DDR4 RAM,
491,,,Windows 11 Operating System,
492,,,512 GB SSD,
493,,,39.62 cm (15.6 inch) Display,
494,,,1 Year Onsite Warranty,
495,,,AMD Ryzen 5 Hexa Core Processor,
496,,,16 GB LPDDR4X RAM,
497,,,Windows 11 Operating System,
498,,,512 GB SSD,
499,,,35.56 cm (14 Inch) Touchscreen Display,
500,,,Microsoft Office Home & Student 2021,
501,,,1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,
502,,,Intel Core i5 Processor (12th Gen),
503,,,16 GB DDR4 RAM,
