,Product Name,Prices,Description,Reviews
146,DELL core i5 Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3520 / D560871WIN9B L...,"₹46,490",Windows 11 Operating System,4.4
147,ASUS Vivobook 15 Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) X1504VA-NJ540WS Thi...,"₹51,990",512 GB SSD,3.9
148,Acer Predator Neo Intel Core i5 13th Gen 13500HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVI...,"₹94,990",39.62 cm (15.6 Inch) Display,5
149,ZEBRONICS Pro Series Z Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) ZEB-NBC 4S Thi...,"₹27,990",1 Yr. Onsite,4.3
150,ASUS TUF Gaming A16 Advantage Edition AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home...,"₹79,990",Intel Core i7 Processor (12th Gen),4.3
151,MSI Katana A15 AI AMD Ryzen 7 Octa Core 8845HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDI...,"₹99,990",16 GB DDR4 RAM,4.1
152,DELL Latitude 3540 Intel Core i3 12th Gen - (8 GB/512 GB SSD/Ubuntu) Latitude 3540 Laptop,"₹30,890",Windows 11 Operating System,4.1
153,Lenovo IdeaPad Slim 5 Intel Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) 82XD003MIN Thin and ...,"₹63,990",512 GB SSD,4.1
154,DELL Intel Core i5 13th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3050) G...,"₹74,500",35.56 cm (14 Inch) Display,4.7
155,Acer Aspire 3 Intel Celeron Dual Core N4500 - (8 GB/256 GB SSD/Windows 11 Home) A325-45 Thin and Light...,"₹21,990",1 Year Onsite Warranty,4.5
156,MSI Sword 16 HX Intel Core i7 13th Gen 13700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA ...,"₹1,09,990",Intel Core i5 Processor (12th Gen),4.3
157,HP OMEN Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce...,"₹84,990",8 GB LPDDR5 RAM,4
158,Lenovo IdeaPad Flex 5 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 14IRU8 2 in 1 L...,"₹60,590",Windows 11 Operating System,4.3
159,DELL Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 3520 Thin and Light La...,"₹49,890",512 GB SSD,4.3
160,Lenovo IdeaPad Slim 3 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) 14IRU8 Thin and...,"₹36,190",39.62 cm (15.6 Inch) Display,4.8
161,Lenovo Intel Core i5 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) THINKBOOK 16 G6 IRL 5 Thin an...,"₹55,990",1 Yr. Onsite,4.2
162,Lenovo Legion Go AMD Ryzen Z1 Extreme - (16 GB/512 GB SSD/Windows 11 Home) 8APU1 Handheld Gaming PC,"₹70,190",Intel Core i7 Processor (12th Gen),4.1
163,Acer Aspire 3 Intel Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) A315-59 Thin and Light Laptop,"₹29,945",16 GB DDR4 RAM,4.3
164,Acer Aspire 7 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,"₹50,990",Windows 11 Operating System,4.4
165,HP 14 Intel Core i5 10th Gen 10210U - (8 GB/512 GB SSD/Windows 10 Home) 14-ck2018TU Thin and Light Lap...,"₹39,490",512 GB SSD,4.3
166,MSI Modern 14 AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M-218IN Thi...,"₹51,990",39.62 cm (15.6 Inch) Display,4.3
167,HP Pavilion Intel Core Ultra 5 125U - (16 GB/1 TB SSD/Windows 11 Home) 16-af0056TU Thin and Light Lapt...,"₹75,490",1 Year Onsite Warranty,3.9
168,MSI Modern 14 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-445IN / ...,"₹32,990",AMD Ryzen 7 Octa Core Processor,4.5
169,DELL Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) Vostro 3530 Thin and Light Lapt...,"₹54,490",16 GB DDR4 RAM,4.2
170,Acer Predator Neo Intel Core i7 13th Gen 13700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDI...,"₹1,19,990",Windows 11 Operating System,4.3
171,HP Victus gaming AMD Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Rade...,"₹49,990",512 GB SSD,4.3
172,Lenovo LOQ Intel Core i5 13th Gen 13450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"₹69,990",39.62 cm (15.6 Inch) Display,4.3
173,Lenovo IdeaPad Gaming 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphic...,"₹59,990",1 Year Onsite Warranty,4.5
174,MSI Modern 14 Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C13M-436IN T...,"₹47,990",Intel Core i3 Processor (12th Gen),4.3
175,MSI Cyborg 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,"₹59,990",8 GB DDR4 RAM,4.1
176,Acer Nitro V Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,"₹74,487",Windows 11 Operating System,4.3
177,Acer Aspire 3 Backlit Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) A324-51 Thin a...,"₹42,990",512 GB SSD,4.3
178,ASUS Intel Pentium Gold 7505 - (8 GB/256 GB SSD/Windows 11 Home) X1500EA-EJ111WS Laptop,"₹25,990",39.62 cm (15.6 Inch) Display,4.1
179,ASUS TUF Gaming F17 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Ho...,"₹48,990",1 Yr Onsite,4.4
180,Lenovo IdeaPad Slim 5 WUXGA OLED AI PC Intel Core Ultra 5 125H - (16 GB/1 TB SSD/Windows 11 Home) 14IM...,"₹77,889",Intel Core i3 Processor (13th Gen),4.4
181,ASUS Vivobook Go 15 OLED AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK321...,"₹38,990",8 GB DDR4 RAM,4.4
182,ASUS AMD Ryzen 5 Quad Core - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK522WS Thin and Light Laptop,"₹35,900",Windows 11 Operating System,4.1
183,ASUS Vivobook Go 15 OLED AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK521...,"₹45,990",512 GB SSD,4.3
184,HP (2024) Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0061TU Thin and Light ...,"₹36,490",39.62 cm (15.6 Inch) Display,4.8
185,Acer Aspire 3 Spin 14 Intel Core i3 13th Gen N305 - (8 GB/512 GB SSD/Windows 11 Home) A3SP14-31PT-3554...,"₹41,990",1 Year Onsite Hardware Service,4
186,ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ341WS Thi...,"₹35,599",Intel Core i3 Processor (12th Gen),4
187,Lenovo IdeaPad 5 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) 14IRH9 2 in 1 Lapt...,"₹72,690",16 GB DDR4 RAM,4.7
188,Infinix ZEROBOOK 13 Intel Intel Core i9 13th Gen 13900H - (32 GB/1 TB SSD/Windows 11 Home) ZL513 Thin ...,"₹86,133",Windows 11 Operating System,4.3
189,HP 255 G9 AMD Ryzen 3 Dual Core 3250 - (8 GB/512 GB SSD/Windows 11 Home) 255 G8 Thin and Light Laptop,"₹25,899",512 GB SSD,4.3
190,HP Pro G10 Intel Core i7 13th Gen 1335U Turbo Boost Technoly - (32 GB/1 TB SSD/Windows 11 Pro/1 GB Gra...,"₹81,330",39.62 cm (15.6 Inch) Display,4.1
191,ASUS Vivobook 15 Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ542WS Thin and ...,"₹47,890",1 Year Onsite Warranty,4.4
192,ASUS Vivobook Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ325WS Thin an...,"₹32,990",Intel Core i5 Processor (12th Gen),4.6
193,Acer Aspire Lite Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) AL15-52 Thin and Lig...,"₹29,480",16 GB DDR4 RAM,4.4
194,Lenovo LOQ AMD Ryzen 5 Quad Core 7235HS - (12 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,"₹58,990",Windows 11 Home Operating System,2.5
195,Infinix X Air Pro+ Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) XL434 Thin and Li...,"₹49,990",512 GB SSD,4.1
196,HP 255 G10 (2024) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 250 G10 Thin and Lig...,"₹26,999",39.62 cm (15.6 Inch) Display,4.6
197,FUTOPIA Ultimus Pro Intel Dual Core Upto 2.8GHz - (8 GB/256 GB SSD/Windows 11 Home) NU14U3INC54BN.MB T...,"₹15,990",1 Year Onsite Warranty,4.2
198,"ASUS Vivobook 16X for Creator, Intel Core i5 12th Gen 12500H - (8 GB/512 GB SSD/Windows 11 Home/4 GB G...","₹54,990",Intel Core i5 Processor (12th Gen),4.2
199,MSI Thin A15 AMD Ryzen 7 Octa Core 7735HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,"₹87,990",16 GB DDR4 RAM,4.1
200,HP Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 14s-dq5138tu Thin and Light Laptop,"₹37,990",64 bit Windows 11 Operating System,4.1
201,DELL Inspiron 3520 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 0IN352010031RINB1M...,"₹45,990",512 GB SSD,4.3
202,ASUS Vivobook GO 15 AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ549WS T...,"₹40,890",35.56 cm (14 inch) Display,4.3
203,CHUWI Intel Celeron Quad Core 12th Gen N100 - (8 GB/256 GB SSD/Windows 11 Home) GemiBook Plus Laptop,"₹21,990","Microsoft Office Home & Student 2021, HP Documentation, HP BIOS recovery, HP Smart",4.3
204,MSI Modern 15 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO-818IN T...,"₹40,990",1 Year Onsite Warranty,4.2
205,"ASUS Vivobook Go 15, with Backlit Keyboard, 12th Gen Intel Core i3 N305 - (8 GB/512 GB SSD/Windows 11 ...","₹32,990",AMD Ryzen 3 Quad Core Processor,4.2
206,ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ993WS Thi...,"₹36,990",8 GB LPDDR5 RAM,4.2
207,Lenovo IdeaPad Slim 5 Intel Core i7 13th Gen 13700H - (16 GB/1 TB SSD/Windows 11 Home) 16IRL8 Laptop,"₹81,890",64 bit Windows 11 Operating System,4.1
208,Lenovo Yoga Slim 7 Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) 14IMH9 Thin and Light La...,"₹96,990",512 GB SSD,4.3
209,HP Intel Core i5 12th Gen 1235U - (8 GB/1 TB SSD/Windows 11 Home) 15s-fq5331TU Thin and Light Laptop,"₹49,990",39.62 cm (15.6 Inch) Display,4.3
210,Acer Aspire 3 Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) A324-51 Thin an...,"₹40,990",1 Year Onsite Warranty,4.3
211,Infinix Y4 Max Series Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) YL613 Thin and ...,"₹29,990",AMD Ryzen 5 Hexa Core Processor,3.8
212,Acer Aspire 3 Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) A324-51 Thin and Light...,"₹51,990",16 GB LPDDR4X RAM,4.1
213,ASUS Vivobook Go 14 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK327WS Th...,"₹30,990",Windows 11 Operating System,4.3
214,ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1400CKA-NK0453 C...,"₹13,990",512 GB SSD,4.5
215,Lenovo Thinkpad E14 G5 Intel Core i5 13th Gen 1335U with 3 year Warranty - (16 GB/512 GB SSD/Windows 1...,"₹69,000",35.56 cm (14 Inch) Display,4
216,ASUS Vivobook Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ325WS Thin an...,"₹32,990",1 Year Carry-in Warranty,4.2
217,HP OMEN Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce...,"₹84,990",Intel Core i5 Processor (12th Gen),4.1
218,HP 255 G9 AMD Ryzen 3 Dual Core 3250 - (8 GB/512 GB SSD/Windows 11 Home) 255 G8 Thin and Light Laptop,"₹25,899",16 GB LPDDR4 RAM,3.7
219,HP Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 14s-dq5138tu Thin and Light Laptop,"₹37,990",Windows 11 Operating System,4.1
220,ASUS Vivobook GO 15 AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ549WS T...,"₹40,890",512 GB SSD,4
221,DELL Latitude 14 Intel Core i5 11th Gen - (16 GB/512 GB SSD/Ubuntu) 3420 Business Laptop,"₹55,499",39.62 cm (15.6 inch) Display,4.3
222,"ASUS Vivobook 16X for Creator, Intel Core i5 12th Gen 12500H - (8 GB/512 GB SSD/Windows 11 Home/4 GB G...","₹54,990",1 Year Onsite warranty,4.3
223,DELL Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 3520 Thin and Light La...,"₹49,890",Intel Core i5 Processor (12th Gen),4.3
224,MSI Modern 15 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO-818IN T...,"₹40,990",16 GB DDR4 RAM,4.3
225,"ASUS Vivobook Go 15, with Backlit Keyboard, 12th Gen Intel Core i3 N305 - (8 GB/512 GB SSD/Windows 11 ...","₹32,990",64 bit Windows 11 Operating System,4.3
226,Lenovo IdeaPad Slim 3 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) 14IRU8 Thin and...,"₹36,190",512 GB SSD,4.3
227,Acer Aspire Intel Core i5 12th Gen 12450H - (12 GB/512 GB SSD/Windows 11 Home) AL15-52H Thin and Light...,"₹41,400",35.81 cm (14.1 inch) Display,4.1
228,Acer Nitro V AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"₹62,990",Windows 11,4.3
229,Acer Aspire 3 Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) A324-51 Thin and Light...,"₹51,990",1 Year Onsite Warranty,4.1
230,Lenovo IdeaPad Slim 5 2.5K IPS Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 16IRL8...,"₹73,690",AMD Ryzen 5 Quad Core Processor,4.2
231,MSI Thin 15 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,"₹51,990",8 GB LPDDR5 RAM,4.3
232,CHUWI Intel Celeron Quad Core 12th Gen N100 - (8 GB/256 GB SSD/Windows 11 Home) GemiBook Plus Laptop,"₹21,990",Windows 11 Operating System,4.1
233,Lenovo Yoga Slim 7 Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) 14IMH9 Thin and Light La...,"₹96,990",512 GB SSD,4.3
234,ASUS Vivobook Go 14 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK327WS Th...,"₹30,990",39.62 cm (15.6 Inch) Display,4.6
235,ASUS Vivobook 15 Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) X1504VA-NJ540WS Thi...,"₹51,990",1 Year Onsite Warranty,4.4
236,Infinix Y4 Max Series Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) YL613 Thin and ...,"₹29,990",MediaTek Kompanio 520 Processor,4.3
237,MSI Modern 14 H Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 H D13MG-0...,"₹55,990",8 GB LPDDR4X RAM,
238,MSI Modern 15 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B7M-071IN Thi...,"₹42,990",Chrome Operating System,
239,HP Victus 15 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,"₹74,990",35.56 cm (14 inch) Display,
240,,,1 Year Carry-in Warranty,
241,,,Intel Core i3 Processor (13th Gen),
242,,,8 GB DDR4 RAM,
243,,,Windows 11 Operating System,
244,,,512 GB SSD,
245,,,35.56 cm (14 Inch) Display,
246,,,1 Year Carry-in Warranty,
247,,,Intel Celeron Dual Core Processor,
248,,,8 GB LPDDR4X RAM,
249,,,Windows 11 Operating System,
250,,,256 GB SSD,
251,,,35.56 cm (14 Inch) Display,
252,,,1 Year Carry-in Warranty,
253,,,AMD Ryzen 3 Quad Core Processor,
254,,,8 GB LPDDR5 RAM,
255,,,Windows 11 Operating System,
256,,,512 GB SSD,
257,,,39.62 cm (15.6 Inch) Display,
258,,,1 Year Onsite Warranty,
259,,,Intel Core i5 Processor (12th Gen),
260,,,8 GB DDR4 RAM,
261,,,Windows 11 Operating System,
262,,,512 GB SSD,
263,,,39.62 cm (15.6 Inch) Display,
264,,,1 Year Onsite Warranty,
265,,,Intel Core i5 Processor (13th Gen),
266,,,16 GB LPDDR5 RAM,
267,,,Windows 11 Operating System,
268,,,512 GB SSD,
269,,,39.62 cm (15.6 Inch) Display,
270,,,1 Yr. Onsite + 1 Yr. Accidental Damage Protection,
271,,,Intel Core i3 Processor (12th Gen),
272,,,8 GB DDR4 RAM,
273,,,Windows 11 Operating System,
274,,,512 GB SSD,
275,,,39.62 cm (15.6 Inch) Display,
276,,,1 Year Onsite Warranty,
277,,,Intel Celeron Dual Core Processor,
278,,,8 GB DDR4 RAM,
279,,,Windows 11 Operating System,
280,,,256 GB SSD,
281,,,29.46 cm (11.6 inch) Display,
282,,,1 Year Onsite Warranty,
283,,,Intel Core i7 Processor (13th Gen),
284,,,16 GB DDR4 RAM,
285,,,64 bit Windows 11 Operating System,
286,,,512 GB SSD,
287,,,39.62 cm (15.6 inch) Display,
288,,,"Windows 11, Microsoft Office",
289,,,1 Year Onsite Hardware Service,
290,,,Intel Core i3 Processor (12th Gen),
291,,,16 GB DDR4 RAM,
292,,,Windows 11 Operating System,
293,,,512 GB SSD,
294,,,35.56 cm (14 Inch) Display,
295,,,1 Yr. Onsite + 1 Yr. Accidental Damage Protection,
296,,,Intel Core i5 Processor (12th Gen),
297,,,16 GB DDR4 RAM,
298,,,64 bit Windows 11 Operating System,
299,,,512 GB SSD,
300,,,39.62 cm (15.6 inch) Display,
301,,,"Office Home & Student 2021, Microsoft Windows, 15 Months Macafee Antivirus",
302,,,1 Year Onsite Warranty,
303,,,Intel Core i3 Processor (13th Gen),
304,,,8 GB LPDDR4X RAM,
305,,,Windows 11 Operating System,
306,,,512 GB SSD,
307,,,40.64 cm (16 inch) Display,
308,,,NA,
309,,,1 Year Onsite Warranty,
310,,,Intel Core i3 Processor (12th Gen),
311,,,16 GB DDR4 RAM,
312,,,Windows 11 Operating System,
313,,,512 GB SSD,
314,,,35.56 cm (14 Inch) Display,
315,,,1 Yr. Onsite + 1 Yr. Accidental Damage Protection,
316,,,Intel Celeron Dual Core Processor,
317,,,8 GB LPDDR4X RAM,
318,,,Chrome Operating System,
319,,,35.56 cm (14 inch) Display,
320,,,1 Year Onsite Warranty,
321,,,AMD Ryzen 5 Hexa Core Processor,
322,,,16 GB DDR4 RAM,
323,,,Windows 11 Operating System,
324,,,1 TB SSD,
325,,,39.62 cm (15.6 Inch) Display,
326,,,1 Year Onsite Warranty,
327,,,Intel Core i5 Processor (12th Gen),
328,,,8 GB DDR4 RAM,
329,,,Windows 11 Operating System,
330,,,512 GB SSD,
331,,,39.62 cm (15.6 inch) Display,
332,,,1 Year Carry-in Warranty,
333,,,AMD Ryzen 5 Hexa Core Processor,
334,,,16 GB DDR5 RAM,
335,,,Windows 11 Operating System,
336,,,512 GB SSD,
337,,,39.62 cm (15.6 Inch) Display,
338,,,1 Year Onsite Warranty,
339,,,Intel Celeron Dual Core Processor,
340,,,8 GB DDR4 RAM,
341,,,Windows 11 Operating System,
342,,,256 GB SSD,
343,,,29.46 cm (11.6 inch) Display,
344,,,1 Year Onsite Warranty,
345,,,Intel Core i7 Processor (13th Gen),
346,,,16 GB DDR4 RAM,
347,,,Windows 11 Home Operating System,
348,,,1 TB SSD,
349,,,39.62 cm (15.6 inch) Display,
350,,,Windows 11 Microsoft Office Home & Student Edition 2021,
351,,,1 Year Carry-in Warranty,
352,,,AMD Ryzen 5 Quad Core Processor,
353,,,16 GB LPDDR5 RAM,
354,,,Windows 11 Operating System,
355,,,512 GB SSD,
356,,,39.62 cm (15.6 Inch) Display,
357,,,1 Year Onsite Warranty,
358,,,Intel Core i5 Processor (12th Gen),
359,,,16 GB LPDDR4 RAM,
360,,,Windows 11 Operating System,
361,,,512 GB SSD,
362,,,39.62 cm (15.6 inch) Display,
363,,,1 Year Onsite warranty,
364,,,Intel Core i5 Processor (12th Gen),
365,,,16 GB DDR4 RAM,
366,,,Windows 11 Operating System,
367,,,512 GB SSD,
368,,,39.62 cm (15.6 Inch) Display,
369,,,1 Year Onsite Warranty,
370,,,Intel Core i3 Processor (12th Gen),
371,,,8 GB DDR4 RAM,
372,,,Windows 11 Operating System,
373,,,512 GB SSD,
374,,,39.62 cm (15.6 Inch) Display,
375,,,1 Year Onsite Warranty,
376,,,Intel Core Ultra 5 Processor,
377,,,16 GB LPDDR5X RAM,
378,,,Windows 11 Operating System,
379,,,1 TB SSD,
380,,,40.64 cm (16 inch) Display,
381,,,1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,
382,,,Intel Celeron Dual Core Processor,
383,,,8 GB DDR4 RAM,
384,,,64 bit Windows 11 Operating System,
385,,,256 GB SSD,
386,,,35.56 cm (14 Inch) Display,
387,,,1 Yr. Onsite + 1 Yr. Accidental Damage Protection,
388,,,Intel Core i3 Processor (13th Gen),
389,,,8 GB DDR4 RAM,
390,,,Windows 11 Operating System,
391,,,512 GB SSD,
392,,,35.56 cm (14 Inch) Display,
393,,,1 Year Onsite Warranty,
394,,,AMD Ryzen 5 Hexa Core Processor,
395,,,8 GB DDR4 RAM,
396,,,Windows 11 Operating System,
397,,,512 GB SSD,
398,,,39.62 cm (15.6 Inch) Display,
399,,,1 Year Carry-in Warranty,
400,,,Intel Core i5 Processor (12th Gen),
401,,,16 GB DDR4 RAM,
402,,,Windows 11 Operating System,
403,,,512 GB SSD,
404,,,39.62 cm (15.6 Inch) Display,
405,,,1 Year Onsite Warranty,
406,,,AMD Ryzen 5 Octa Core Processor,
407,,,16 GB DDR4 RAM,
408,,,Windows 11 Operating System,
409,,,512 GB SSD,
410,,,39.62 cm (15.6 Inch) Display,
411,,,1 Year Onsite Warranty,
412,,,AMD Ryzen 7 Octa Core Processor,
413,,,16 GB DDR4 RAM,
414,,,64 bit Windows 11 Home Operating System,
415,,,512 GB SSD,
416,,,39.62 cm (15.6 inch) Display,
417,,,Windows 11,
418,,,1 Year,
419,,,Intel Core i5 Processor (11th Gen),
420,,,8 GB DDR4 RAM,
421,,,Windows 11 Operating System,
422,,,512 GB SSD,
423,,,39.62 cm (15.6 Inch) Display,
424,,,1 Year Carry-in Warranty,
425,,,AMD Ryzen 5 Quad Core Processor,
426,,,8 GB LPDDR5 RAM,
427,,,Windows 11 Operating System,
428,,,512 GB SSD,
429,,,39.62 cm (15.6 Inch) Display,
430,,,1 Year Onsite Warranty,
431,,,AMD Ryzen 5 Hexa Core Processor,
432,,,8 GB DDR4 RAM,
433,,,32 bit Windows 11 Operating System,
434,,,512 GB SSD,
435,,,39.62 cm (15.6 inch) Display,
436,,,Windows,
437,,,1 Year Onsite Warranty,
438,,,AMD Ryzen 5 Hexa Core Processor,
439,,,8 GB DDR4 RAM,
440,,,64 bit Windows 11 Operating System,
441,,,512 GB SSD,
442,,,39.62 cm (15.6 inch) Display,
443,,,"Microsoft Office Home 2019 & Office 365, HP Documentation, HP SSRM, HP Smart",
444,,,1 Year Onsite Warranty,
445,,,Intel Core i5 Processor (12th Gen),
446,,,16 GB DDR4 RAM,
447,,,64 bit Windows 11 Operating System,
448,,,512 GB SSD,
449,,,35.56 cm (14 Inch) Display,
450,,,1 Year Onsite Warranty,
451,,,Intel Core i5 Processor (12th Gen),
452,,,8 GB DDR4 RAM,
453,,,64 bit Windows 11 Operating System,
454,,,512 GB SSD,
455,,,39.62 cm (15.6 inch) Display,
456,,,1 Year Onsite Warranty,
457,,,Intel Celeron Dual Core Processor,
458,,,8 GB LPDDR4X RAM,
459,,,Chrome Operating System,
460,,,35.56 cm (14 inch) Display,
461,,,1 Year Onsite Warranty,
462,,,AMD Ryzen 5 Quad Core Processor,
463,,,8 GB LPDDR5 RAM,
464,,,Windows 11 Operating System,
465,,,512 GB SSD,
466,,,39.62 cm (15.6 inch) Display,
467,,,Microsoft Office Home & Student 2021,
468,,,1 Year Carry-in Warranty,
469,,,AMD Ryzen 5 Dual Core Processor,
470,,,8 GB DDR4 RAM,
471,,,Windows 11 Operating System,
472,,,512 GB SSD,
473,,,39.62 cm (15.6 Inch) Display,
474,,,1 Year Onsite Hardware Service,
475,,,Intel Core i5 Processor (12th Gen),
476,,,8 GB DDR4 RAM,
477,,,Windows 11 Operating System,
478,,,512 GB SSD,
479,,,39.62 cm (15.6 Inch) Display,
480,,,1 Year Onsite Warranty,
481,,,Intel Core i7 Processor (12th Gen),
482,,,16 GB DDR4 RAM,
483,,,64 bit Windows 11 Operating System,
484,,,1 TB SSD,
485,,,35.56 cm (14 Inch) Display,
486,,,1 Year Domestic Warranty,
487,,,AMD Ryzen 5 Hexa Core Processor,
488,,,8 GB DDR4 RAM,
489,,,64 bit Windows 11 Operating System,
490,,,512 GB SSD,
491,,,39.62 cm (15.6 inch) Display,
492,,,"Microsoft Office Home 2019 & Office 365, HP Documentation, HP SSRM, HP Smart",
493,,,1 Year Onsite Warranty,
494,,,Intel Core i5 Processor (13th Gen),
495,,,16 GB DDR4 RAM,
496,,,Windows 11 Operating System,
497,,,512 GB SSD,
498,,,39.62 cm (15.6 Inch) Display,
499,,,1 Year Onsite Warranty,
500,,,AMD Ryzen 5 Hexa Core Processor,
501,,,16 GB LPDDR4X RAM,
502,,,Windows 11 Operating System,
